unit,vehicle,serial_no,description,axle_position,measure_date,pan_size,since
221132,60382,M66040126,TRAILING WHEELSET HVP A/B/C (ROT),4,18/11/2017,813.95,#N/A
221127,60377,B6944.19,TRAILING WHEELSET HVP A/B/C (ROT),4,04/04/2017,852.32,#N/A
221140,60390,M66040176,TRAILING WHEELSET HVP A/B/C (ROT),4,30/01/2017,860.52,209760
221119,60969,M66040237,TRAILING WHEELSET HVP A/B/C (ROT),1,30/03/2017,821.8,102641
221135,60985,M66040314,TRAILING WHEELSET HVP A/B/C (ROT),1,17/08/2017,849.4,229100
221106,60856,B4568.27,TRAILING WHEELSET HVP A/B/C (ROT),1,18/10/2017,827.23,182875
221127,60877,M66040213,TRAILING WHEELSET HVP A/B/C (ROT),1,22/03/2017,821.57,#N/A
221136,60386,M66040255,TRAILING WHEELSET HVP A/B/C (ROT),4,14/03/2017,848.71,#N/A
221128,60478,M66040242,TRAILING WHEELSET HVP A/B/C (ROT),4,12/09/2017,818.14,79215
221138,60388,M66040147,TRAILING WHEELSET HVP A/B/C (ROT),4,23/07/2017,843.51,329537
221128,60378,B6944.40,TRAILING WHEELSET HVP A/B/C (ROT),4,15/02/2017,826.8,79215
221102,60352,M66040128,TRAILING WHEELSET HVP A/B/C (ROT),4,13/11/2016,835.19,189345
221133,60983,M66040088,TRAILING WHEELSET HVP A/B/C (ROT),1,06/03/2017,816.74,#N/A
221124,60974,B7650.47,TRAILING WHEELSET HVP A/B/C (ROT),1,03/05/2017,829.15,93259
221101,60951,M66040143,TRAILING WHEELSET HVP A/B/C (ROT),1,29/01/2017,853.8,141554
221141,60791,M66040168,TRAILING WHEELSET HVP A/B/C (ROT),4,15/04/2017,810.66,101771
221118,60768,B6944.30,TRAILING WHEELSET HVP A/B/C (ROT),1,11/04/2017,809.56,191458
221118,60868,B0184.127,TRAILING WHEELSET HVP A/B/C (ROT),4,18/12/2016,818.9,179011
221123,60973,M66040097,TRAILING WHEELSET HVP A/B/C (ROT),4,15/01/2017,851.9,112923
221142,60986,M66040155,TRAILING WHEELSET HVP A/B/C (ROT),4,26/06/2017,852.44,129090
221133,60883,B3590.1,TRAILING WHEELSET HVP A/B/C (ROT),4,03/12/2015,814,#N/A
221139,60789,M66040107,TRAILING WHEELSET HVP A/B/C (ROT),4,13/03/2017,860.37,183891
221133,60783,M66040180,TRAILING WHEELSET HVP A/B/C (ROT),1,30/05/2017,818.03,#N/A
221116,60366,M66040211,TRAILING WHEELSET HVP A/B/C (ROT),1,17/09/2017,851.08,301225
221111,60861,M66040311,TRAILING WHEELSET HVP A/B/C (ROT),1,31/07/2017,852.44,268529
221137,60387,M66040221,TRAILING WHEELSET HVP A/B/C (ROT),1,03/05/2017,827.62,92453
221122,60372,M66040149,TRAILING WHEELSET HVP A/B/C (ROT),1,26/10/2017,815.01,64239
221135,60385,B6372.16,TRAILING WHEELSET HVP A/B/C (ROT),1,17/08/2017,828.27,107873
221124,60474,M66040212,TRAILING WHEELSET HVP A/B/C (ROT),1,07/04/2017,860.87,161704
221112,60462,M66040257,TRAILING WHEELSET HVP A/B/C (ROT),4,26/02/2017,852,155984
221110,60460,M66040206,TRAILING WHEELSET HVP A/B/C (ROT),1,07/07/2017,826.23,172208
221139,60489,M66040099,TRAILING WHEELSET HVP A/B/C (ROT),4,22/12/2016,834.81,#N/A
221142,60492,M66040040,TRAILING WHEELSET HVP A/B/C (ROT),1,06/07/2017,818.06,193059
221118,60968,B7650.31,TRAILING WHEELSET HVP A/B/C (ROT),1,20/03/2017,828.22,184986
221114,60864,B4568.46,TRAILING WHEELSET HVP A/B/C (ROT),1,01/11/2017,842.16,224199
221109,60959,B4568.47,TRAILING WHEELSET HVP A/B/C (ROT),4,15/07/2017,827,127366
221137,60887,M66040108,TRAILING WHEELSET HVP A/B/C (ROT),4,15/03/2017,852.27,#N/A
221104,60954,B6372.72,TRAILING WHEELSET HVP A/B/C (ROT),1,25/06/2017,835.58,338326
221138,60788,M66040285,TRAILING WHEELSET HVP A/B/C (ROT),1,11/02/2017,841.12,354332
221121,60371,B3589.87,TRAILING WHEELSET HVP A/B/C (ROT),1,30/07/2017,841.26,255166
221118,60968,B6372.35,TRAILING WHEELSET HVP A/B/C (ROT),4,23/09/2017,838.72,179011
221136,60386,B1138.68,TRAILING WHEELSET HVP A/B/C (ROT),1,25/09/2017,809.31,#N/A
221105,60955,B6372.10,TRAILING WHEELSET HVP A/B/C (ROT),1,21/05/2017,823,175890
221120,60970,M66040130,TRAILING WHEELSET HVP A/B/C (ROT),4,17/12/2016,849.08,15289
221134,60484,M66040177,TRAILING WHEELSET HVP A/B/C (ROT),4,24/10/2017,811.43,#N/A
221132,60482,M66040197,TRAILING WHEELSET HVP A/B/C (ROT),1,27/09/2017,860.52,32838
221105,60755,M66040193,TRAILING WHEELSET HVP A/B/C (ROT),1,17/10/2017,827.59,139595
221125,60975,M66040309,TRAILING WHEELSET HVP A/B/C (ROT),4,20/07/2017,848.85,243163
221125,60875,B3589.1,TRAILING WHEELSET HVP A/B/C (ROT),4,30/06/2017,822.64,84758
221111,60761,B6944.54,TRAILING WHEELSET HVP A/B/C (ROT),4,14/10/2016,846.6,145794
221101,60351,M66040290,TRAILING WHEELSET HVP A/B/C (ROT),1,20/08/2017,853.19,329750
221128,60478,M66040049,TRAILING WHEELSET HVP A/B/C (ROT),1,09/11/2017,811.47,#N/A
221127,60777,M66040119,TRAILING WHEELSET HVP A/B/C (ROT),1,09/06/2017,842.88,#N/A
221121,60471,M66040282,TRAILING WHEELSET HVP A/B/C (ROT),1,11/04/2017,843.63,#N/A
221142,60792,M66040041,TRAILING WHEELSET HVP A/B/C (ROT),4,06/07/2017,835.37,193059
221114,60764,B3589.40,TRAILING WHEELSET HVP A/B/C (ROT),1,01/11/2017,849.84,224199
221142,60492,M66040058,TRAILING WHEELSET HVP A/B/C (ROT),4,26/06/2017,839.14,193059
221129,60379,M66040098,TRAILING WHEELSET HVP A/B/C (ROT),4,03/03/2017,815.01,#N/A
221110,60760,M66040315,TRAILING WHEELSET HVP A/B/C (ROT),4,13/10/2017,849.02,206475
221124,60474,B7650.49,TRAILING WHEELSET HVP A/B/C (ROT),4,22/03/2017,815.45,#N/A
221109,60759,B6944.79,TRAILING WHEELSET HVP A/B/C (ROT),1,22/09/2017,834.32,175973
221130,60380,B7650.3,TRAILING WHEELSET HVP A/B/C (ROT),4,11/02/2017,851.19,227783
221101,60351,M66040226,TRAILING WHEELSET HVP A/B/C (ROT),4,03/09/2017,837,141554
221139,60489,M66040015,TRAILING WHEELSET HVP A/B/C (ROT),1,25/03/2017,832.96,206985
221143,60493,M66040043,TRAILING WHEELSET HVP A/B/C (ROT),4,02/04/2017,854.11,201274
221111,60461,B6372.87,TRAILING WHEELSET HVP A/B/C (ROT),4,28/08/2016,823,179403
221104,60854,B1138.76,TRAILING WHEELSET HVP A/B/C (ROT),4,24/04/2017,848.09,#N/A
221111,60961,M66040230,TRAILING WHEELSET HVP A/B/C (ROT),4,25/01/2017,847.36,87859
221121,60871,M66040178,TRAILING WHEELSET HVP A/B/C (ROT),1,10/03/2017,860.93,192248
221133,60383,B4568.74,TRAILING WHEELSET HVP A/B/C (ROT),4,30/08/2017,821.4,#N/A
221121,60871,M66040293,TRAILING WHEELSET HVP A/B/C (ROT),4,23/09/2016,860.22,320328
221143,60393,B4568.9,TRAILING WHEELSET HVP A/B/C (ROT),1,05/11/2017,845.85,269487
221134,60784,M66040102,TRAILING WHEELSET HVP A/B/C (ROT),4,05/07/2017,829.59,150845
221136,60886,M66040256,TRAILING WHEELSET HVP A/B/C (ROT),1,12/09/2017,838.12,#N/A
221133,60483,M66040194,TRAILING WHEELSET HVP A/B/C (ROT),4,29/08/2016,835.15,#N/A
221105,60955,M66040077,TRAILING WHEELSET HVP A/B/C (ROT),4,17/10/2017,838.08,62092
220008,60308,M66060158,TRAILING LGUARDWHEELSET B5005  (ROT),1,14/07/2017,780.67,53436
220026,60726,M66000337RG,POWER WHEELSET B5005  (ROT),2,14/07/2017,780.67,90288
220026,60726,M66000336RG,POWER WHEELSET B5005  (ROT),3,14/07/2017,780.54,90288
221134,60384,M66040241,TRAILING WHEELSET HVP A/B/C (ROT),1,14/07/2017,860.68,94577
221111,60361,M66040310,TRAILING WHEELSET HVP A/B/C (ROT),4,08/07/2017,853.61,268529
221141,60491,B0184.123,TRAILING WHEELSET HVP A/B/C (ROT),4,28/01/2017,820.76,101771
221115,60465,M66040321,TRAILING WHEELSET HVP A/B/C (ROT),4,13/04/2017,860.71,165125
221115,60365,B3589.10,TRAILING WHEELSET HVP A/B/C (ROT),4,18/06/2017,825.25,#N/A
221122,60472,M66040209,TRAILING WHEELSET HVP A/B/C (ROT),1,22/01/2017,834.7,200584
221126,60776,B4568.5,TRAILING WHEELSET HVP A/B/C (ROT),4,18/09/2017,824.13,15241
221127,60977,B3589.37,TRAILING WHEELSET HVP A/B/C (ROT),4,04/04/2017,820.63,#N/A
221110,60960,M66040284,TRAILING WHEELSET HVP A/B/C (ROT),1,10/04/2017,848.74,#N/A
221117,60467,M66040231,TRAILING WHEELSET HVP A/B/C (ROT),1,13/08/2017,825.47,157924
221122,60872,B4568.59,TRAILING WHEELSET HVP A/B/C (ROT),1,02/05/2017,851.83,#N/A
221124,60974,M66040146,TRAILING WHEELSET HVP A/B/C (ROT),4,11/04/2017,851.33,#N/A
221123,60373,M66040165,TRAILING WHEELSET HVP A/B/C (ROT),1,18/02/2017,846.37,#N/A
221103,60753,M66040111,TRAILING WHEELSET HVP A/B/C (ROT),4,25/10/2016,821.21,217236
221110,60360,B3589.85,TRAILING WHEELSET HVP A/B/C (ROT),1,10/04/2017,846.97,206475
221128,60778,M66040137,TRAILING WHEELSET HVP A/B/C (ROT),1,05/06/2017,811.2,79215
221102,60852,B3589.103,TRAILING WHEELSET HVP A/B/C (ROT),4,31/12/2016,849.05,122708
221112,60462,M66040239,TRAILING WHEELSET HVP A/B/C (ROT),1,11/10/2017,823.22,155984
221108,60458,B4568.6,TRAILING WHEELSET HVP A/B/C (ROT),1,09/10/2017,849.31,257920
221118,60768,M66040238,TRAILING WHEELSET HVP A/B/C (ROT),4,11/06/2017,853.56,#N/A
221109,60959,B6372.57,TRAILING WHEELSET HVP A/B/C (ROT),1,04/07/2017,852.72,313613
221112,60862,M66040092,TRAILING WHEELSET HVP A/B/C (ROT),1,22/03/2017,809.76,156806
221133,60483,M66040073,TRAILING WHEELSET HVP A/B/C (ROT),1,30/08/2017,837.97,190852
221142,60986,M66040208,TRAILING WHEELSET HVP A/B/C (ROT),1,11/03/2017,835.31,201275
221119,60769,B1138.49,TRAILING WHEELSET HVP A/B/C (ROT),4,30/04/2017,812.65,116505
221114,60964,M66040207,TRAILING WHEELSET HVP A/B/C (ROT),1,01/11/2017,822.82,224199
221139,60789,M66040162,TRAILING WHEELSET HVP A/B/C (ROT),1,03/11/2016,847.92,#N/A
221101,60451,M66040071,TRAILING WHEELSET HVP A/B/C (ROT),1,15/04/2017,832.8,45441
221121,60971,M66040112,TRAILING WHEELSET HVP A/B/C (ROT),4,19/09/2017,852.08,88514
221129,60379,B7650.54,TRAILING WHEELSET HVP A/B/C (ROT),1,22/06/2016,819.42,198149
221116,60866,B6944.60,TRAILING WHEELSET HVP A/B/C (ROT),4,17/09/2017,838.06,#N/A
221116,60966,B6944.18,TRAILING WHEELSET HVP A/B/C (ROT),1,23/04/2017,827.99,170298
221133,60383,M66040243,TRAILING WHEELSET HVP A/B/C (ROT),1,20/11/2016,854.47,190852
221129,60779,B7650.82,TRAILING WHEELSET HVP A/B/C (ROT),1,12/04/2017,835.52,#N/A
221138,60388,B4568.70,TRAILING WHEELSET HVP A/B/C (ROT),1,01/04/2017,816.48,72084
221141,60391,M66040303,TRAILING WHEELSET HVP A/B/C (ROT),4,04/08/2017,836.99,274871
221123,60473,M66040066,TRAILING WHEELSET HVP A/B/C (ROT),1,10/07/2017,850.69,277525
221106,60856,B4568.35,TRAILING WHEELSET HVP A/B/C (ROT),4,18/10/2017,838.14,#N/A
221120,60770,M66040056,TRAILING WHEELSET HVP A/B/C (ROT),1,17/12/2016,823.58,15289
220025,60325,M66060230G,TRAILING WHEELSET B5005 A/B (ROT),4,02/09/2017,771.54,220270
220020,60720,M66060079,TRAILING WHEELSET B5005 A/B (ROT),4,18/04/2017,746.48,626920
220021,60721,M66060068,TRAILING WHEELSET B5005 A/B (ROT),4,25/07/2017,747.34,801166
220005,60705,M66060139,TRAILING WHEELSET B5005 A/B (ROT),1,19/09/2017,729.36,1128512
220009,60209,M66060155,TRAILING WHEELSET B5005 A/B (ROT),1,01/10/2016,754.97,815487
220002,60702,E9353.30,TRAILING WHEELSET B5005 A/B (ROT),1,07/11/2017,761.17,551023
220010,60210,M66060051,TRAILING WHEELSET B5005 A/B (ROT),1,28/06/2017,734.16,773502
220024,60724,E9316.07,TRAILING WHEELSET B5005 A/B (ROT),1,27/06/2017,770.75,255659
220002,60702,M66060087,TRAILING WHEELSET B5005 A/B (ROT),4,07/11/2017,740.44,#N/A
220013,60213,M66060040,TRAILING WHEELSET B5005 A/B (ROT),4,28/05/2017,752.15,#N/A
220005,60305,M66060115,TRAILING WHEELSET B5005 A/B (ROT),4,01/06/2017,770.35,#N/A
220022,60322,M66060027,TRAILING WHEELSET B5005 A/B (ROT),4,25/02/2017,769.01,#N/A
220024,60224,M66060201G,TRAILING WHEELSET B5005 A/B (ROT),1,22/05/2017,769.94,#N/A
220018,60718,E9708.04,TRAILING WHEELSET B5005 A/B (ROT),1,20/08/2017,762.17,#N/A
220029,60729,M66060153,TRAILING WHEELSET B5005 A/B (ROT),1,29/10/2017,742.22,867372
220013,60713,M66060216G,TRAILING WHEELSET B5005 A/B (ROT),4,26/08/2017,768.98,#N/A
220001,60301,E9709.25,TRAILING WHEELSET B5005 A/B (ROT),4,12/08/2016,780.8,#N/A
220001,60701,M66060106,TRAILING WHEELSET B5005 A/B (ROT),4,12/08/2016,780.8,#N/A
220025,60225,M66060152,TRAILING WHEELSET B5005 A/B (ROT),1,02/09/2017,746.63,870271
220005,60705,M66060219G,TRAILING WHEELSET B5005 A/B (ROT),4,28/09/2017,770.34,#N/A
220025,60225,E9316.03,TRAILING WHEELSET B5005 A/B (ROT),4,09/05/2017,770.74,#N/A
220032,60332,M66060168,TRAILING WHEELSET B5005 A/B (ROT),4,05/09/2017,744.34,610199
220013,60313,E9353.25,TRAILING WHEELSET B5005 A/B (ROT),4,25/08/2017,730.46,809599
220008,60708,M66060090,TRAILING WHEELSET B5005 A/B (ROT),1,07/03/2017,771.42,#N/A
220011,60211,E9708.62,TRAILING WHEELSET B5005 A/B (ROT),1,05/03/2017,759.9,754178
220033,60233,E9379.14,TRAILING WHEELSET B5005 A/B (ROT),4,29/04/2017,756.29,#N/A
220015,60415,M66060120,TRAILING WHEELSET B5005 A/B (ROT),4,09/11/2017,768.24,#N/A
220017,60717,M66060209G,TRAILING WHEELSET B5005 A/B (ROT),1,10/05/2017,772.09,350901
220029,60229,E9379.11,TRAILING WHEELSET B5005 A/B (ROT),4,09/05/2017,765.05,#N/A
220017,60717,M66060164,TRAILING WHEELSET B5005 A/B (ROT),4,11/11/2016,756.45,674244
220001,60201,M66060173,TRAILING WHEELSET B5005 A/B (ROT),1,18/03/2017,746.82,612165
220028,60228,E9708.61,TRAILING WHEELSET B5005 A/B (ROT),1,14/09/2017,770.17,#N/A
220004,60704,M66060086,TRAILING WHEELSET B5005 A/B (ROT),1,23/09/2017,770.87,#N/A
220009,60409,E9709.09,TRAILING WHEELSET B5005 A/B (ROT),4,29/12/2016,739.5,1022259
220021,60421,M66060167G,TRAILING WHEELSET B5005 A/B (ROT),4,14/07/2017,772.73,216324
220028,60428,M66060021,TRAILING WHEELSET B5005 A/B (ROT),4,14/09/2017,760.97,537049
220016,60716,M66060189G,TRAILING WHEELSET B5005 A/B (ROT),4,27/02/2017,767.65,#N/A
220003,60303,E9353.10,TRAILING WHEELSET B5005 A/B (ROT),4,28/10/2016,780.83,#N/A
220003,60403,E9709.37,TRAILING WHEELSET B5005 A/B (ROT),4,28/10/2016,780.8,#N/A
220006,60706,E9708.48,TRAILING WHEELSET B5005 A/B (ROT),4,28/10/2016,780.7,#N/A
220028,60728,M66060019G,TRAILING WHEELSET B5005 A/B (ROT),1,09/06/2017,771.94,#N/A
220002,60402,E9709.46,TRAILING WHEELSET B5005 A/B (ROT),4,07/08/2017,765.42,#N/A
220002,60302,M66060084,TRAILING WHEELSET B5005 A/B (ROT),4,07/11/2017,759.19,#N/A
220031,60231,E9379.03,TRAILING WHEELSET B5005 A/B (ROT),4,18/05/2017,739.85,#N/A
220033,60433,E9708.11,TRAILING WHEELSET B5005 A/B (ROT),4,06/02/2017,739.04,969360
220024,60324,M66060207G,TRAILING WHEELSET B5005 A/B (ROT),4,27/06/2017,772.09,#N/A
220010,60710,M66060178,TRAILING WHEELSET B5005 A/B (ROT),4,21/01/2017,763.79,535205
220012,60212,M66060185G,TRAILING WHEELSET B5005 A/B (ROT),1,07/09/2017,752.23,505111
220002,60202,E9709.10,TRAILING WHEELSET B5005 A/B (ROT),1,06/05/2017,769.43,345053
220008,60208,M66060174,TRAILING WHEELSET B5005 A/B (ROT),1,06/06/2017,754.8,587971
220020,60420,E9353.45,TRAILING WHEELSET B5005 A/B (ROT),4,02/11/2017,737.25,761755
220008,60208,M66060233G,TRAILING WHEELSET B5005 A/B (ROT),4,17/08/2017,763.55,201271
220018,60218,E9670.58,POWER WHEELSET B5005  (ROT),2,25/09/2017,780.6,43296
220018,60718,M66000342RG,POWER WHEELSET B5005  (ROT),2,25/09/2017,780.66,43296
220026,60426,M66060092,TRAILING WHEELSET B5005 A/B (ROT),4,25/09/2017,780.64,37473
220032,60432,M66060248G,TRAILING LGUARDWHEELSET B5005  (ROT),1,25/09/2017,780.55,22792
220016,60316,M66060170,TRAILING WHEELSET B5005 A/B (ROT),4,30/08/2017,758.45,638413
220020,60720,M66060038,TRAILING WHEELSET B5005 A/B (ROT),1,01/05/2017,772.18,#N/A
220030,60730,M66060088,TRAILING WHEELSET B5005 A/B (ROT),4,27/08/2017,764.15,#N/A
220022,60722,M66060116R,TRAILING WHEELSET B5005 A/B (ROT),1,25/02/2017,768.46,#N/A
220002,60202,E9379.69,TRAILING WHEELSET B5005 A/B (ROT),4,08/08/2017,748.02,701990
220012,60412,E9353.12,TRAILING WHEELSET B5005 A/B (ROT),4,07/09/2017,770.2,#N/A
220025,60725,E9709.50,TRAILING WHEELSET B5005 A/B (ROT),4,04/08/2017,750.25,800203
220031,60731,M66060054,TRAILING WHEELSET B5005 A/B (ROT),1,24/03/2017,772.32,#N/A
220029,60429,M66060199G,TRAILING WHEELSET B5005 A/B (ROT),4,01/09/2017,756.57,#N/A
220032,60232,M66060238G,TRAILING WHEELSET B5005 A/B (ROT),1,30/05/2017,780.62,119331
220006,60706,M66060171,TRAILING WHEELSET B5005 A/B (ROT),1,08/05/2017,761.78,629305
220009,60709,M66060206G,TRAILING WHEELSET B5005 A/B (ROT),4,28/06/2017,766.24,#N/A
220012,60712,E9726.03,TRAILING WHEELSET B5005 A/B (ROT),1,07/09/2017,758.2,507355
220034,60734,E9709.05,TRAILING WHEELSET B5005 A/B (ROT),4,17/11/2017,771.3,244284
220026,60726,M66060052,TRAILING WHEELSET B5005 A/B (ROT),1,08/08/2016,780.7,#N/A
220034,60734,M66060212G,TRAILING WHEELSET B5005 A/B (ROT),1,14/07/2017,772.34,360019
220003,60703,M66060072,TRAILING WHEELSET B5005 A/B (ROT),1,16/02/2017,769.49,767538
220009,60209,M66060156,TRAILING WHEELSET B5005 A/B (ROT),4,01/10/2016,754.4,794153
220007,60307,M66060220G,TRAILING WHEELSET B5005 A/B (ROT),4,01/08/2017,772.88,#N/A
220011,60711,M66060110,TRAILING WHEELSET B5005 A/B (ROT),1,10/05/2017,770.93,#N/A
220027,60227,E9726.04,TRAILING WHEELSET B5005 A/B (ROT),1,25/03/2017,759.65,#N/A
220027,60227,E9379.54,TRAILING WHEELSET B5005 A/B (ROT),4,16/03/2017,759.51,#N/A
220004,60404,E9708.26,TRAILING WHEELSET B5005 A/B (ROT),4,23/12/2016,770.1,#N/A
220019,60219,M66060202G,TRAILING WHEELSET B5005 A/B (ROT),4,17/05/2017,772.02,#N/A
220031,60331,M66060146,TRAILING WHEELSET B5005 A/B (ROT),4,16/11/2017,759.35,869634
220023,60723,M66060104,TRAILING WHEELSET B5005 A/B (ROT),4,10/09/2017,764.85,#N/A
220014,60414,M66060154,TRAILING WHEELSET B5005 A/B (ROT),4,05/10/2017,747.97,859914
220018,60218,M66060217G,TRAILING WHEELSET B5005 A/B (ROT),1,26/08/2017,772.75,#N/A
220033,60233,E9709.06,TRAILING WHEELSET B5005 A/B (ROT),1,29/04/2017,759.94,648461
220015,60315,M66060224G,TRAILING WHEELSET B5005 A/B (ROT),4,05/08/2017,770.41,#N/A
220015,60215,M66060097,TRAILING WHEELSET B5005 A/B (ROT),4,05/08/2017,770.3,#N/A
220003,60203,E9316.04,TRAILING WHEELSET B5005 A/B (ROT),4,15/08/2017,733.78,1077808
220022,60222,M66060073,TRAILING WHEELSET B5005 A/B (ROT),4,17/09/2017,751.57,482406
220005,60205,M66060143,TRAILING WHEELSET B5005 A/B (ROT),1,17/06/2017,729.71,1086346
220029,60329,M66060218,TRAILING WHEELSET B5005 A/B (ROT),4,29/10/2017,769.64,#N/A
220015,60715,E9379.56,TRAILING WHEELSET B5005 A/B (ROT),4,09/11/2017,752.67,#N/A
220021,60221,M66060114,TRAILING WHEELSET B5005 A/B (ROT),1,13/07/2017,749.45,581490
220023,60323,M66060135,TRAILING WHEELSET B5005 A/B (ROT),4,15/12/2016,736.96,1168782
220018,60718,E9379.68G,TRAILING WHEELSET B5005 A/B (ROT),4,30/03/2017,754.59,#N/A
220028,60728,M66060047,TRAILING WHEELSET B5005 A/B (ROT),4,29/08/2017,750.5,537049
220022,60422,M66060169,TRAILING WHEELSET B5005 A/B (ROT),4,24/08/2016,769.31,587044
220029,60229,E9379.75,TRAILING WHEELSET B5005 A/B (ROT),1,08/07/2017,770.96,#N/A
220020,60220,M66060213G,TRAILING WHEELSET B5005 A/B (ROT),1,01/05/2017,772.76,357159
220009,60309,M66060025,TRAILING WHEELSET B5005 A/B (ROT),4,01/10/2016,769.74,557964
220021,60221,M66060172,TRAILING WHEELSET B5005 A/B (ROT),4,13/07/2017,761.69,626838
220033,60733,M66060100,TRAILING WHEELSET B5005 A/B (ROT),1,30/10/2017,764.35,354831
220007,60407,E9708.24,TRAILING WHEELSET B5005 A/B (ROT),4,28/05/2017,760.89,#N/A
220011,60711,E9709.53,TRAILING WHEELSET B5005 A/B (ROT),4,19/08/2017,762.92,554585
220001,60401,M66060222G,TRAILING WHEELSET B5005 A/B (ROT),4,11/11/2016,780.33,216409
220011,60411,E9709.72,TRAILING WHEELSET B5005 A/B (ROT),4,20/10/2016,769.73,533692
220031,60731,E9708.09,TRAILING WHEELSET B5005 A/B (ROT),4,23/04/2017,730.27,929349
220004,60704,M66060181,TRAILING WHEELSET B5005 A/B (ROT),4,21/06/2017,757.02,549349
220024,60724,E9708.31,TRAILING WHEELSET B5005 A/B (ROT),4,27/06/2017,768.2,#N/A
220019,60719,M66060055,TRAILING WHEELSET B5005 A/B (ROT),1,21/09/2016,768.71,653761
220012,60712,E9353.21,TRAILING WHEELSET B5005 A/B (ROT),4,07/08/2017,769.2,#N/A
220010,60310,M66060211G,TRAILING WHEELSET B5005 A/B (ROT),4,24/07/2017,772.04,350146
220018,60218,M66000309RG,POWER WHEELSET B5005  (ROT),3,18/11/2016,780.08,276321
220033,60333,M66060223G,TRAILING WHEELSET B5005 A/B (ROT),4,18/11/2016,780.43,#N/A
220014,60714,E9708.59,TRAILING WHEELSET B5005 A/B (ROT),1,09/07/2017,770.09,#N/A
220014,60314,M66060078,TRAILING WHEELSET B5005 A/B (ROT),4,04/01/2017,769.4,458338
220003,60703,E9709.43,TRAILING WHEELSET B5005 A/B (ROT),4,17/05/2017,771.1,341299
220030,60430,E9708.33,TRAILING WHEELSET B5005 A/B (ROT),4,16/06/2017,755.53,858040
220014,60214,M66060102,TRAILING WHEELSET B5005 A/B (ROT),1,05/10/2017,770.05,#N/A
220017,60217,M66060022,TRAILING WHEELSET B5005 A/B (ROT),4,17/10/2017,750.05,541811
220016,60416,M66060147,TRAILING WHEELSET B5005 A/B (ROT),4,27/02/2017,738.53,1012741
220032,60732,M66060192,TRAILING WHEELSET B5005 A/B (ROT),4,09/03/2017,766.89,#N/A
220008,60708,M66060198G,TRAILING WHEELSET B5005 A/B (ROT),4,07/02/2017,769.94,#N/A
220028,60328,M66060210G,TRAILING WHEELSET B5005 A/B (ROT),4,23/04/2017,768.71,364190
220004,60304,E9353.56,TRAILING WHEELSET B5005 A/B (ROT),4,21/06/2017,770.38,366032
220004,60204,E9726.10,TRAILING WHEELSET B5005 A/B (ROT),1,21/06/2017,769.47,887059
220026,60226,E9708.45,TRAILING WHEELSET B5005 A/B (ROT),1,30/12/2016,767.91,542184
220006,60406,M66060182,TRAILING WHEELSET B5005 A/B (ROT),4,14/11/2017,756.1,553971
220023,60223,M66060148,TRAILING WHEELSET B5005 A/B (ROT),1,16/06/2017,740.4,549068
220032,60232,E9316.11,TRAILING WHEELSET B5005 A/B (ROT),4,04/06/2017,772.13,253757
220016,60216,M66060226G,TRAILING WHEELSET B5005 A/B (ROT),4,30/08/2017,771.3,#N/A
220026,60226,E9379.21,TRAILING WHEELSET B5005 A/B (ROT),4,12/06/2017,768.85,#N/A
220013,60413,E9353.55,TRAILING WHEELSET B5005 A/B (ROT),4,21/11/2016,756.82,809599
220007,60207,E9379.55,TRAILING WHEELSET B5005 A/B (ROT),1,21/08/2016,769.19,#N/A
220023,60423,E9709.28G,TRAILING WHEELSET B5005 A/B (ROT),4,21/03/2017,771.94,333860
220030,60730,M66060204G,TRAILING WHEELSET B5005 A/B (ROT),1,01/06/2017,770.18,#N/A
220019,60219,M66060228G,TRAILING WHEELSET B5005 A/B (ROT),1,09/12/2016,780.9,#N/A
220025,60425,E9708.34,TRAILING WHEELSET B5005 A/B (ROT),4,03/09/2017,740.29,788146
220023,60223,E9379.16,TRAILING WHEELSET B5005 A/B (ROT),4,31/05/2017,766.32,#N/A
220033,60733,E9709.33,TRAILING WHEELSET B5005 A/B (ROT),4,30/10/2017,763.3,#N/A
220016,60716,E9708.14,TRAILING WHEELSET B5005 A/B (ROT),1,19/08/2017,731.28,924732
220010,60210,M66060229G,TRAILING WHEELSET B5005 A/B (ROT),4,29/09/2017,759.84,#N/A
220027,60727,M66060208G,TRAILING WHEELSET B5005 A/B (ROT),1,13/04/2017,769.36,#N/A
220028,60228,E9709.41,TRAILING WHEELSET B5005 A/B (ROT),4,09/06/2017,772.03,#N/A
220021,60321,M66060140,TRAILING WHEELSET B5005 A/B (ROT),4,14/08/2017,780.65,75202
220013,60213,E9708.50,TRAILING WHEELSET B5005 A/B (ROT),1,28/05/2017,769.05,376832
220019,60319,M66060109,TRAILING WHEELSET B5005 A/B (ROT),4,17/05/2017,772.19,391524
220021,60721,E9709.03,TRAILING WHEELSET B5005 A/B (ROT),1,13/07/2017,772.5,#N/A
220032,60732,E9709.59,TRAILING WHEELSET B5005 A/B (ROT),1,04/06/2017,770.17,#N/A
220016,60216,M66060117,TRAILING WHEELSET B5005 A/B (ROT),1,30/08/2017,769.8,#N/A
220020,60320,M66060070,TRAILING WHEELSET B5005 A/B (ROT),4,12/07/2017,763.69,644805
220022,60722,M66060089,TRAILING WHEELSET B5005 A/B (ROT),4,25/02/2017,761.69,#N/A
